BaseLevel;BattleID;DateTime;Force;Lat;Lng;Name;ReassignedID;ReassignedLevel;SearchTerms;TemporalID;TroopID;TroopTemporalLinkID
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.597130077700001;-77.372879763699999;Colquitt's Brigade;;;colquitt's,fourth,4th;{2652D569-4CD0-4995-8CC8-82EA8F391192};{DB975069-6598-464C-8513-914485D5CF25};{C38E224E-B031-4245-89E5-284CE0162A36}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.5982810633;-77.366015082900006;Hardaway's Battery;;;hardaway's battery, AL;{71529890-D4F5-4E7F-9380-783328862837};{A9F61B33-6EFC-47C1-97F8-D632854CCE7D};{4F625BE7-B605-41E0-9F94-28AD182FB13A}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.5982810633;-77.366015082900006;Hardaway's Battery;;;hardaway's battery, AL;{2652D569-4CD0-4995-8CC8-82EA8F391192};{A9F61B33-6EFC-47C1-97F8-D632854CCE7D};{137A8C18-BF17-4F5E-AAF0-28F6F00DA83D}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.595073427999999;-77.357137684400001;12 Pennsylvania Reserves;;;twelve, 12, twelfth, pennsylvania reserves, PA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{B726EF6C-99E8-4440-BF6E-DBFE5B2BA94E};{95BC9737-1DAA-49CB-B5CA-29F0B42CA811}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.615346828699998;-77.362000568699997;3 Louisiana Battalion;;;three, 3, third, louisiana battalion, LA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{47BEE613-6389-4145-A3F7-767AB031EB6D};{CE4FE616-83B9-4C5F-A603-2AA120B8C1A8}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.610894158400001;-77.362333179299995;45 Georgia;;;forty five, 45, georgia, GA;{71529890-D4F5-4E7F-9380-783328862837};{B87C4F5E-7983-4B33-9A8A-2A099CCCCE3D};{D321B8C5-B5C3-4BDC-A1C8-2B023E429B4C}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Union;37.603874411200003;-77.369619473100002;Battery B, 1 Pennsylvania Light Artillery;;;battery b, one, 1, first, pennsylvania light artillery, PA;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{D12E2E86-E425-413A-8D2C-F5AC71C082BA};{D5D0C3B3-3034-4A24-B019-2BD8D0A7606A}
Division;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.600477007199999;-77.379374564100004;Longstreet's Division                                                                               ;;;longstreet's division;{2652D569-4CD0-4995-8CC8-82EA8F391192};{DDDECAB9-D496-4437-B781-77A4C6B88F16};{7D27547C-29A4-4475-A945-2BFF1784240A}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.598299341999997;-77.357182385200005;10 Pennsylvania Reserves;;;ten, 10, tenth, pennsylvania reserves, PA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{1B5EC197-260B-4903-936F-B6A5CCF55165};{CB6B0DA5-E786-404A-A732-2D2A16F07389}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.578934149600002;-77.332244609300005;22 Massachusetts;;;twenty two, 22, twenty second, massachusetts, MA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{1CB69824-A9BB-4A37-82D1-4CC7982FC715};{66CC578F-FE38-4EB7-973D-2D2CF37374F3}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.597440616299998;-77.366183276800001;Jeff Davis Artillery;;;jeff davis artillery, AL;{71529890-D4F5-4E7F-9380-783328862837};{72C762F2-22CE-44C0-AA35-F27479196A24};{6A48143A-3D51-4B3F-8360-2E62CB5D817A}
Division;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.589359473899997;-77.383697368599996;D.H. Hill's Division                                                                                ;;;d.h. hill's division;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{C5AE6C65-A5BA-4E4F-92E1-DC7BFF746763};{4502CB71-D838-4BE0-B11B-2ED4E9667B7E}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.574051142000002;-77.399111359100004;Washington Artillery Battalion;;;washington artillery battalion, LA;{71529890-D4F5-4E7F-9380-783328862837};{7F455F69-7664-4C34-8AB5-B9826AC5B8C1};{EB8C1278-FAB5-4FF7-802D-2EFAB885A2EB}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Union;37.623223267;-77.373972171000005;8 Illinois;;;8 illinois, eight, IL;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{06FFE69A-3784-4CEA-948D-DECCFA636718};{ADC8EC48-42AB-431C-BD02-2F51F96DC7B7}
Division;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.594628744700003;-77.372548135100004;D.H. Hill's Division                                                                                ;;;d.h. hill's division;{2652D569-4CD0-4995-8CC8-82EA8F391192};{C5AE6C65-A5BA-4E4F-92E1-DC7BFF746763};{F8BEBBAF-6364-4BAC-824C-3060CE057AF1}
Division;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.5951072497;-77.325666958900001;Sykes's Division                                                                                    ;;;sykes's division;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{E3984B32-BB3A-4159-A292-EA83D953590C};{9E2FE659-9430-4C03-B8B2-3076DBA18FE7}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.598776424299999;-77.377808821900004;Rhett's Artillery;;;rhett's artillery, SC;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{8FA2E643-9C67-4250-958C-C640F640B7AD};{D862A20E-8A8B-4529-B3C0-3167F774B640}
Division;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.6103927216;-77.340996753900001;Morell's Division                                                                                   ;;;morell's division;{71529890-D4F5-4E7F-9380-783328862837};{DAEFC7EC-1D01-4CF3-B0C2-A05F98D10CAC};{C50983B7-220F-4471-B206-32856ACC4BC6}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.606308489200003;-77.362599300400007;19 Georgia;;;nineteen, 19, nineteenth, georgia, GA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{330DDDD6-B0AC-4106-B227-3AD741696F9D};{B5B8E9E2-733B-4639-BAA7-33543A1E9586}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Union;37.613270946999997;-77.338779005000006;Battery C, Massachusetts Light Artillery;;;Battery C, Massachusetts Light Artillery, MA;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{FA560699-A3EE-41F8-AD70-8F83110B0073};{6604678F-2AB9-42D7-9D1E-338C4D485AF3}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.599845313499998;-77.383248624900006;Gregg's Brigade;;;gregg's,second,2nd;{71529890-D4F5-4E7F-9380-783328862837};{59A96614-BA65-4FD7-983C-2A8D12214E1B};{936E7BC9-A82D-443D-93C7-33C030C1FD6E}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.602284247;-77.348796859100005;Meade's Brigade;;;meade's,second,2nd;{2652D569-4CD0-4995-8CC8-82EA8F391192};{FDEFAF6A-C061-4DD2-ACF3-EE3A381F80B7};{04BFA0CF-7E26-4E64-95F3-3414C7E3AAF7}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.601059652799997;-77.357783618799999;8 Pennsylvania Reserves;;;eight, 8, eighth, pennsylvania reserves, PA;{71529890-D4F5-4E7F-9380-783328862837};{B04BD03E-B3DD-4BC0-A595-626EF05A55E0};{DFF7F7B7-13B1-4FBE-8485-351CE7807782}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.597564320700002;-77.371591145799997;3 North Carolina;;;three, 3, third north carolina, NC;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{BFC25520-F377-4CB6-B746-64FE265550C7};{E7800A9F-2441-45AD-852A-35EC48F7CE9B}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Union;37.586617612700003;-77.354986207400003;11 Pennsylvania Reserves;;;eleven, 11, eleventh, pennsylvania reserves, PA;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{50A363BA-6B5D-43BA-9DDF-D771FFD0473F};{9E01551A-B9FF-49A7-BECD-3652877B544C}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.588539163;-77.389118234999998;King William Artillery;;;king william artillery, VA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{972932B2-3F1A-4DD0-A7B3-EDC4EE531D03};{60C88DC3-8923-43D0-816D-369C9A1FCA99}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Union;37.624039569499999;-77.337810937900002;Martindale's Brigade;;;martindale's,first,1st;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{E78840EA-AF19-4304-A76C-B76C2358BE2D};{F883F4B5-4922-4806-BDDA-36C9A3F75CF3}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.610894158400001;-77.362333179299995;45 Georgia;;;forty five, 45, georgia, GA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{B87C4F5E-7983-4B33-9A8A-2A099CCCCE3D};{5DCB3C55-1F23-4590-A7C6-386BA2C16499}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.6127091261;-77.338628275100007;Battery C, Massachusetts Light Artillery;;;Battery C, Massachusetts Light Artillery, MA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{FA560699-A3EE-41F8-AD70-8F83110B0073};{73E00FAF-BA7A-4304-8289-39E334857A4E}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.596369395099998;-77.351409627099997;9 Pennsylvania Reserves;;;nine, 9, ninth, pennsylvania reserves, PA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{51F9B3F7-73F9-49BB-AB16-CBD17ADE5760};{6A57316D-71E8-46EB-A198-3B2236F28AC0}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.6131610471;-77.350338863600001;Battery C, 1 Rhode Island Light Artillery;;;battery c, 1, one, rhode Island Light artillery, RI;{2652D569-4CD0-4995-8CC8-82EA8F391192};{61FE192A-309F-4889-90A9-14C5F6600162};{611F294D-E7CC-45B7-AC20-3B6A48080A11}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.575392462000003;-77.381051148599994;Masters' Battery;;;master's battery, VA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{BC6614A5-A5E8-4713-A5E8-304FD83FFACC};{1CD3D7C4-7527-461B-BCF5-3BC702197E1E}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.6150580519;-77.379805612699997;Branch's Brigade;;;brnach's,fourth,4th;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{1C195636-1FDF-4DF8-BC51-9503D01168FC};{6DEEB577-57A6-4DB1-88D6-3C169768D425}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.600064811899998;-77.383228095199996;Gregg's Brigade;;;gregg's,second,2nd;{2652D569-4CD0-4995-8CC8-82EA8F391192};{59A96614-BA65-4FD7-983C-2A8D12214E1B};{8B34E18C-34AA-42C2-BD42-3C6C0C6BD07B}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.611370344100003;-77.351253684599996;62 Pennsylvania;;;sixty two, 62, sixty second, pennsylvania, PA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{FA56E5F3-A026-4542-94A4-EFDCE97AA22E};{60D78DA8-A2C3-4E4E-9483-3DDF089D1F54}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.602489055900001;-77.363403668399997;55 Virginia;;;fifty five, 55, fifty fifth, virginia, VA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{19BCCD00-49E1-404F-9818-B15482643F22};{53CF0936-93E1-45D0-9020-40346820093F}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.608200130999997;-77.360962979999996;1 U.S. Sharpshooters;;;1 u.s. sharpshooters,us;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{BF2A1AD1-9889-4553-80EE-C5D2932B9501};{8059B67C-8726-491C-8CBC-403BBF250883}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.596435850500001;-77.377606783800005;Long Island Artillery;;;long island artillery, VA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{1C5219CA-A87E-4C3E-9DAA-DDE7D839E004};{0E628B96-B8D2-4ECB-84B8-411CDA8EED37}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.591231802099998;-77.359861015899995;34 North Carolina;;;thirty four, 34, thirty fourth, north carolina, NC;{71529890-D4F5-4E7F-9380-783328862837};{E6184821-2E1E-47F1-9614-97F1B3527C49};{81D4109E-C296-48C0-A4B6-428F0AC68F31}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.605408976500001;-77.359935182100003;5 Pennsylvania Reserves;;;five, 5, fifth, pennsylvania reserves, PA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{1AAE0B5D-56AE-40B9-8D09-A17ED28F7805};{A03BEFDC-23E8-4D7E-9209-42A14994EDEE}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.601288595;-77.345773666599996;Battery G, 1 Pennsylvania Light Artillery;;;battery g, one, 1, first, pennsylvania light artillery, PA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{2E385C81-0E0A-4A61-839D-73E4838B44AE};{C0BF0E1B-D04C-404C-8853-460727DF0648}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.602747405099997;-77.384393175;Crenshaw's Battery;;;crenshaw's battery, VA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{64686FF4-7587-40EF-ADE8-CA6D03985209};{8DA6BA8E-2D3A-4536-9D11-4674FCEC6193}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.596283488300003;-77.358787094899995;44 Georgia;;;forty four, 44, forty fourth, GA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{C452C45E-3DC6-4943-9D66-760A3C523167};{1D06B304-2CB2-49BD-B2F7-46BB75215619}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.6132880611;-77.354955830099996;2 Pennsylvania Reserves;;;two, 2, second, pennsylvania reserves, PA;{71529890-D4F5-4E7F-9380-783328862837};{1397CF89-7748-45D5-BD44-B2517A770D4A};{C5784761-8747-4355-9790-47745C144E51}
Division;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.5951072497;-77.325666958900001;Sykes's Division                                                                                    ;;;sykes's division;{71529890-D4F5-4E7F-9380-783328862837};{E3984B32-BB3A-4159-A292-EA83D953590C};{ED6F462A-B6E2-4560-8309-47AC91D45F8E}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.587186969000001;-77.392755533599995;Masters' Battery;;;master's battery, VA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{BC6614A5-A5E8-4713-A5E8-304FD83FFACC};{BA78F0B3-E073-4173-8CEB-485835CDB305}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.614161320800001;-77.338886798700003;Battery C, Massachusetts Light Artillery;;;Battery C, Massachusetts Light Artillery, MA;{71529890-D4F5-4E7F-9380-783328862837};{FA560699-A3EE-41F8-AD70-8F83110B0073};{47E23206-D7DF-4CB6-9517-489CF74DAFBA}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.604720718199999;-77.371090159600001;Fredericksburg Artillery;;;fredericksburg artillery, VA;{71529890-D4F5-4E7F-9380-783328862837};{91A861CA-3558-4425-9733-2E5DB7DA3DB4};{39F34C24-8560-4804-8692-48EB1B589DA1}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.586617612700003;-77.354986207400003;11 Pennsylvania Reserves;;;eleven, 11, eleventh, pennsylvania reserves, PA;{71529890-D4F5-4E7F-9380-783328862837};{50A363BA-6B5D-43BA-9DDF-D771FFD0473F};{0AC3C724-3A58-4B83-B417-496B652677A4}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.606756902000001;-77.350137227600001;5 Pennsylvania Reserves;;;five, 5, fifth, pennsylvania reserves, PA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{1AAE0B5D-56AE-40B9-8D09-A17ED28F7805};{C73FF986-D020-4C30-AF11-496CA1838484}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.603602086000002;-77.356413333999996;Battery C, 5 U. S. Artillery;;;battery c, five, 5, fifth, U.S., united states, artillery, US;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{F037975A-B895-4478-9C9B-D998A311C187};{C0AE1B44-0E72-4845-B2BE-49864E3560F0}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.604750633199998;-77.36439317;7 Tennessee;;;seven, 7, tennessee, TN;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{85B90D03-224B-42E7-913F-14B09097B5D2};{F08400BA-41CE-40CE-812B-4A78709D19F8}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 15:30:00;Confederate;37.617810306499997;-77.395752199699999;Archer's Brigade;;;archer's,fifth,5th;{7A8D9FC7-4C28-43FE-BDB2-19C2515CA6AC};{63E0339D-B000-4E26-B4AB-2657E0D31378};{C3063B2B-974E-4FE7-8C3B-4B699CB46DE0}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.595830147199997;-77.376278816999999;Rodes's Brigade;;;rodes's,first,1st;{71529890-D4F5-4E7F-9380-783328862837};{FE43706F-4ABB-43FA-801C-409C98F83228};{D02E1476-D1B4-4A5C-9C90-4C0B6A1C94BA}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.610247099799999;-77.355160209199994;3 Pennsylvania Reserves;;;three, 3, pennsylvania, PA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{33C7FE3C-FAD2-4FE6-8945-031BCCC4E04C};{398678BF-7C4A-41F2-86E1-4C431BD5A078}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.608454012599999;-77.363695318599994;49 Georgia;;;forty nine, 49, forty ninth, georgia, GA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{D98BC4B0-22DC-4633-A6A6-F3B96F871D17};{60BBB4D3-E39C-4CE6-8AFD-4C948575115D}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.600778691999999;-77.363041129199999;16 North Carolina;;;sixteen, 16, sixteenth, north carolina, NC;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{F628301F-6390-4C71-89A8-489BE855BD30};{4CAA1E21-8FC3-4FB3-A4BF-4D9C49E4BA76}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.586355500000003;-77.388786345;Donaldsonville Artillery;;;donaldsonville artillery, LA;{71529890-D4F5-4E7F-9380-783328862837};{4447823D-658D-441A-B9E7-73F7BF628399};{F4390D04-F67F-4100-AD48-4DB1312D1220}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Union;37.609923001200002;-77.360005929899998;13 Pennsylvania Reserves;;;thirteen, 13, thirteenth, pennsylvania reserves, PA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{B6D5CAB7-0FD7-4F2C-B819-E037257F65D3};{EC818D3A-A26C-449A-9CE9-4DE904D9C4FC}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.600778691999999;-77.363041129199999;16 North Carolina;;;sixteen, 16, sixteenth, north carolina, NC;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{F628301F-6390-4C71-89A8-489BE855BD30};{DB5B2A54-89EC-4F10-9416-4E11AA0E7AC1}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.586318208599998;-77.388989390500001;Ripley's Brigade;;;ripley's,fifth,5th;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{65D880CB-EC21-4757-B4C7-8FF6D7720D7D};{AC492A8B-3FF8-4E54-ADBC-4E9CCF3F9980}
Brigade;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.613149503400003;-77.367751414799997;J.R. Anderson's Brigade;;;j.r. anderson's,third,3rd;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{046C68EB-0D25-4BB1-B2FB-5A289715AAB6};{D9C8BF4B-1163-4060-AE15-4EA507DFDD5B}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.611449243400003;-77.358683066799998;1 Pennsylvania Reserves;;;one, 1, first, pennsylvania reserves, PA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{FFFAF785-C43D-4863-9826-CD1FE289990B};{9DE8A9BA-ED22-45DC-A8A2-50374B8D6CF5}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.586617612700003;-77.354986207400003;11 Pennsylvania Reserves;;;eleven, 11, eleventh, pennsylvania reserves, PA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{50A363BA-6B5D-43BA-9DDF-D771FFD0473F};{1AAAD8E2-EA90-4831-9382-517E5A97F7B4}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Union;37.595073427999999;-77.357137684400001;12 Pennsylvania Reserves;;;twelve, 12, twelfth, pennsylvania reserves, PA;{71529890-D4F5-4E7F-9380-783328862837};{B726EF6C-99E8-4440-BF6E-DBFE5B2BA94E};{89F3F8BB-54A1-4E0E-8EC6-5198D672A1CA}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.601696223499999;-77.365772596900001;Andrews's Battery;;;andrew's battery, MD;{2652D569-4CD0-4995-8CC8-82EA8F391192};{E0D0557D-02C2-4961-B4C8-2531CB37130D};{563D78CE-F1F7-422C-A542-51D0ED0773EC}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Confederate;37.615097936799998;-77.363396880400003;14 Georgia;;;fourteen, 14, fourteenth, georgia, GA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{4BA36E64-B66D-4F22-AD01-AA13C1C07C1B};{96CC09EE-48B1-4836-AEFC-51F1050F0985}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.603314305300003;-77.364131069799996;47 Virginia;;;forty seven, 47, forty seventh, virginia, VA;{71529890-D4F5-4E7F-9380-783328862837};{295C7E91-2327-474C-9CD7-61788605AC0D};{D80460B2-903B-4F95-9318-525D5FEB976A}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.605831559000002;-77.365313985900002;2 Virginia Battalion;;;two, 2, virginia battalion, VA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{53C0D387-131B-4D24-BE1D-14AADE554CDC};{293FD06A-C53A-46BC-A3F3-534EA34A7F21}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Confederate;37.593609656399998;-77.365692444900006;38 North Carolina;;;thrity eight, 38, north carolina, NC;{2652D569-4CD0-4995-8CC8-82EA8F391192};{F141C8A8-AA82-4FF0-9582-1461C915ABAA};{2184A357-6732-4281-8C60-537B5E638B13}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 17:00:00;Confederate;37.58671579;-77.392413727999994;Milledge Battery;;;milledge battery, VA;{9BABFE02-2E08-4F68-A5D5-CF0628B3D2E7};{39848BEA-2B7C-463C-B7BE-B87EA7A84B73};{F170475A-37D0-4EDE-A805-53D8A5E1611C}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 19:30:00;Union;37.586617612700003;-77.354986207400003;11 Pennsylvania Reserves;;;eleven, 11, eleventh, pennsylvania reserves, PA;{2652D569-4CD0-4995-8CC8-82EA8F391192};{50A363BA-6B5D-43BA-9DDF-D771FFD0473F};{E5B31F15-267C-4A2B-869E-5401BDA4C8E6}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.594405989800002;-77.354146541000006;Battery B, 1 Pennsylvania Light Artillery;;;battery b, one, 1, first, pennsylvania light artillery, PA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{D12E2E86-E425-413A-8D2C-F5AC71C082BA};{2B98B639-1A3B-4484-BE52-542FCEE6AE36}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:00:00;Union;37.595073427999999;-77.357137684400001;12 Pennsylvania Reserves;;;twelve, 12, twelfth, pennsylvania reserves, PA;{DE1E4F96-DA61-4649-970E-68E06453CC4B};{B726EF6C-99E8-4440-BF6E-DBFE5B2BA94E};{9F166C3E-82F8-4827-A908-54DC59A89760}
Unit;{4F8C5E80-D570-4A80-B0C2-AE39CA24D776};1862-06-26 18:30:00;Confederate;37.593609656399998;-77.365692444900006;38 North Carolina;;;thrity eight, 38, north carolina, NC;{71529890-D4F5-4E7F-9380-783328862837};{F141C8A8-AA82-4FF0-9582-1461C915ABAA};{757A2A7A-CA1C-4A16-90D9-566AFC6F3449}
